country,year,s_Australia,s_Canada,s_EU,s_India,s_Japan,s_Russia,s_Switzerland,s_United Kingdom,s_United States,descr_trade,sanction
Afghanistan,1983,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1984,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1985,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1986,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1987,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1988,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1989,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1990,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1991,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1992,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1993,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1994,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1995,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1996,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1997,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1998,0,0,0,0,0,0,0,0,0,,0
Afghanistan,1999,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Afghanistan,2000,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Afghanistan,2001,0,0,1,0,0,0,1,0,1,"exp_part; exp_part, imp_part",1
Afghanistan,2002,0,0,1,0,0,0,1,0,1,"exp_part; exp_part, imp_part",1
Afghanistan,2003,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2004,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2005,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2006,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2007,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2008,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2009,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2010,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2011,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2012,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2013,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2014,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2015,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2016,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2017,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2018,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2019,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2020,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2021,0,0,0,0,0,0,0,0,0,,0
Afghanistan,2022,0,0,0,0,0,0,0,0,0,,0
Albania,1950,0,0,0,0,0,0,0,0,0,,0
Albania,1951,0,0,0,0,0,0,0,0,0,,0
Albania,1952,0,0,0,0,0,0,0,0,0,,0
Albania,1953,0,0,0,0,0,0,0,0,0,,0
Albania,1954,0,0,0,0,0,0,0,0,0,,0
Albania,1955,0,0,0,0,0,0,0,0,0,,0
Albania,1956,0,0,0,0,0,0,0,0,0,,0
Albania,1957,0,0,0,0,0,0,0,0,0,,0
Albania,1958,0,0,0,0,0,0,0,0,0,,0
Albania,1959,0,0,0,0,0,0,0,0,0,,0
Albania,1960,0,0,0,0,0,0,0,0,0,,0
Albania,1961,0,0,0,0,0,0,0,0,0,,0
Albania,1962,0,0,0,0,0,0,0,0,0,,0
Albania,1963,0,0,0,0,0,0,0,0,0,,0
Albania,1964,0,0,0,0,0,0,0,0,0,,0
Albania,1965,0,0,0,0,0,0,0,0,0,,0
Albania,1966,0,0,0,0,0,0,0,0,0,,0
Albania,1967,0,0,0,0,0,0,0,0,0,,0
Albania,1968,0,0,0,0,0,0,0,0,0,,0
Albania,1969,0,0,0,0,0,0,0,0,0,,0
Albania,1970,0,0,0,0,0,0,0,0,0,,0
Albania,1971,0,0,0,0,0,0,0,0,0,,0
Albania,1972,0,0,0,0,0,0,0,0,0,,0
Albania,1973,0,0,0,0,0,0,0,0,0,,0
Albania,1974,0,0,0,0,0,0,0,0,0,,0
Albania,1975,0,0,0,0,0,0,0,0,0,,0
Albania,1976,0,0,0,0,0,0,0,0,0,,0
Albania,1977,0,0,0,0,0,0,0,0,0,,0
Albania,1978,0,0,0,0,0,0,0,0,0,,0
Albania,1979,0,0,0,0,0,0,0,0,0,,0
Albania,1980,0,0,0,0,0,0,0,0,0,,0
Albania,1981,0,0,0,0,0,0,0,0,0,,0
Albania,1982,0,0,0,0,0,0,0,0,0,,0
Albania,1983,0,0,0,0,0,0,0,0,0,,0
Albania,1984,0,0,0,0,0,0,0,0,0,,0
Albania,1985,0,0,0,0,0,0,0,0,0,,0
Albania,1986,0,0,0,0,0,0,0,0,0,,0
Albania,1987,0,0,0,0,0,0,0,0,0,,0
Albania,1988,0,0,0,0,0,0,0,0,0,,0
Albania,1989,0,0,0,0,0,0,0,0,0,,0
Albania,1990,0,0,0,0,0,0,0,0,0,,0
Albania,1991,0,0,0,0,0,0,0,0,0,,0
Albania,1992,0,0,0,0,0,0,0,0,0,,0
Albania,1993,0,0,0,0,0,0,0,0,0,,0
Albania,1994,0,0,0,0,0,0,0,0,0,,0
Albania,1995,0,0,0,0,0,0,0,0,0,,0
Albania,1996,0,0,0,0,0,0,0,0,0,,0
Albania,1997,0,0,0,0,0,0,0,0,0,,0
Albania,1998,0,0,0,0,0,0,0,0,0,,0
Albania,1999,0,0,0,0,0,0,0,0,0,,0
Albania,2000,0,0,0,0,0,0,0,0,0,,0
Albania,2001,0,0,0,0,0,0,0,0,0,,0
Albania,2002,0,0,0,0,0,0,0,0,0,,0
Albania,2003,0,0,0,0,0,0,0,0,0,,0
Albania,2004,0,0,0,0,0,0,0,0,0,,0
Albania,2005,0,0,0,0,0,0,0,0,0,,0
Albania,2006,0,0,0,0,0,0,0,0,0,,0
Albania,2007,0,0,0,0,0,0,0,0,0,,0
Albania,2008,0,0,0,0,0,0,0,0,0,,0
Albania,2009,0,0,0,0,0,0,0,0,0,,0
Albania,2010,0,0,0,0,0,0,0,0,0,,0
Albania,2011,0,0,0,0,0,0,0,0,0,,0
Albania,2012,0,0,0,0,0,0,0,0,0,,0
Albania,2013,0,0,0,0,0,0,0,0,0,,0
Albania,2014,0,0,0,0,0,0,0,0,0,,0
Albania,2015,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2016,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2017,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2018,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2019,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2020,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2021,0,0,0,0,0,1,0,0,0,imp_part,1
Albania,2022,0,0,0,0,0,1,0,0,0,imp_part,1
Algeria,1950,0,0,0,0,0,0,0,0,0,,0
Algeria,1951,0,0,0,0,0,0,0,0,0,,0
Algeria,1952,0,0,0,0,0,0,0,0,0,,0
Algeria,1953,0,0,0,0,0,0,0,0,0,,0
Algeria,1954,0,0,0,0,0,0,0,0,0,,0
Algeria,1955,0,0,0,0,0,0,0,0,0,,0
Algeria,1956,0,0,0,0,0,0,0,0,0,,0
Algeria,1957,0,0,0,0,0,0,0,0,0,,0
Algeria,1958,0,0,0,0,0,0,0,0,0,,0
Algeria,1959,0,0,0,0,0,0,0,0,0,,0
Algeria,1960,0,0,0,0,0,0,0,0,0,,0
Algeria,1961,0,0,0,0,0,0,0,0,0,,0
Algeria,1962,0,0,0,0,0,0,0,0,0,,0
Algeria,1963,0,0,0,0,0,0,0,0,0,,0
Algeria,1964,0,0,0,0,0,0,0,0,0,,0
Algeria,1965,0,0,0,0,0,0,0,0,0,,0
Algeria,1966,0,0,0,0,0,0,0,0,0,,0
Algeria,1967,0,0,0,0,0,0,0,0,0,,0
Algeria,1968,0,0,0,0,0,0,0,0,0,,0
Algeria,1969,0,0,0,0,0,0,0,0,0,,0
Algeria,1970,0,0,0,0,0,0,0,0,0,,0
Algeria,1971,0,0,0,0,0,0,0,0,0,,0
Algeria,1972,0,0,0,0,0,0,0,0,0,,0
Algeria,1973,0,0,0,0,0,0,0,0,0,,0
Algeria,1974,0,0,0,0,0,0,0,0,0,,0
Algeria,1975,0,0,0,0,0,0,0,0,0,,0
Algeria,1976,0,0,0,0,0,0,0,0,0,,0
Algeria,1977,0,0,0,0,0,0,0,0,0,,0
Algeria,1978,0,0,0,0,0,0,0,0,0,,0
Algeria,1979,0,0,0,0,0,0,0,0,0,,0
Algeria,1980,0,0,0,0,0,0,0,0,0,,0
Algeria,1981,0,0,0,0,0,0,0,0,0,,0
Algeria,1982,0,0,0,0,0,0,0,0,0,,0
Algeria,1983,0,0,0,0,0,0,0,0,0,,0
Algeria,1984,0,0,0,0,0,0,0,0,0,,0
Algeria,1985,0,0,0,0,0,0,0,0,0,,0
Algeria,1986,0,0,0,0,0,0,0,0,0,,0
Algeria,1987,0,0,0,0,0,0,0,0,0,,0
Algeria,1988,0,0,0,0,0,0,0,0,0,,0
Algeria,1989,0,0,0,0,0,0,0,0,0,,0
Algeria,1990,0,0,0,0,0,0,0,0,0,,0
Algeria,1991,0,0,0,0,0,0,0,0,0,,0
Algeria,1992,0,0,1,0,0,0,0,0,0,exp_part,1
Algeria,1993,0,0,1,0,0,0,0,0,0,exp_part,1
Algeria,1994,0,0,1,0,0,0,0,0,0,exp_part,1
Algeria,1995,0,0,0,0,0,0,0,0,0,,0
Algeria,1996,0,0,0,0,0,0,0,0,0,,0
Algeria,1997,0,0,0,0,0,0,0,0,0,,0
Algeria,1998,0,0,0,0,0,0,0,0,0,,0
Algeria,1999,0,0,0,0,0,0,0,0,0,,0
Algeria,2000,0,0,0,0,0,0,0,0,0,,0
Algeria,2001,0,0,0,0,0,0,0,0,0,,0
Algeria,2002,0,0,0,0,0,0,0,0,0,,0
Algeria,2003,0,0,0,0,0,0,0,0,0,,0
Algeria,2004,0,0,0,0,0,0,0,0,0,,0
Algeria,2005,0,0,0,0,0,0,0,0,0,,0
Algeria,2006,0,0,0,0,0,0,0,0,0,,0
Algeria,2007,0,0,0,0,0,0,0,0,0,,0
Algeria,2008,0,0,0,0,0,0,0,0,0,,0
Algeria,2009,0,0,0,0,0,0,0,0,0,,0
Algeria,2010,0,0,0,0,0,0,0,0,0,,0
Algeria,2011,0,0,0,0,0,0,0,0,0,,0
Algeria,2012,0,0,0,0,0,0,0,0,0,,0
Algeria,2013,0,0,0,0,0,0,0,0,0,,0
Algeria,2014,0,0,0,0,0,0,0,0,0,,0
Algeria,2015,0,0,0,0,0,0,0,0,0,,0
Algeria,2016,0,0,0,0,0,0,0,0,0,,0
Algeria,2017,0,0,0,0,0,0,0,0,0,,0
Algeria,2018,0,0,0,0,0,0,0,0,0,,0
Algeria,2019,0,0,0,0,0,0,0,0,0,,0
Algeria,2020,0,0,0,0,0,0,0,0,0,,0
Algeria,2021,0,0,0,0,0,0,0,0,0,,0
Algeria,2022,0,0,0,0,0,0,0,0,0,,0
Angola,1950,0,0,0,0,0,0,0,0,0,,0
Angola,1951,0,0,0,0,0,0,0,0,0,,0
Angola,1952,0,0,0,0,0,0,0,0,0,,0
Angola,1953,0,0,0,0,0,0,0,0,0,,0
Angola,1954,0,0,0,0,0,0,0,0,0,,0
Angola,1955,0,0,0,0,0,0,0,0,0,,0
Angola,1956,0,0,0,0,0,0,0,0,0,,0
Angola,1957,0,0,0,0,0,0,0,0,0,,0
Angola,1958,0,0,0,0,0,0,0,0,0,,0
Angola,1959,0,0,0,0,0,0,0,0,0,,0
Angola,1960,0,0,0,0,0,0,0,0,0,,0
Angola,1961,0,0,0,0,0,0,0,0,0,,0
Angola,1962,0,0,0,0,0,0,0,0,0,,0
Angola,1963,0,0,0,0,0,0,0,0,0,,0
Angola,1964,0,0,0,0,0,0,0,0,0,,0
Angola,1965,0,0,0,0,0,0,0,0,0,,0
Angola,1966,0,0,0,0,0,0,0,0,0,,0
Angola,1967,0,0,0,0,0,0,0,0,0,,0
Angola,1968,0,0,0,0,0,0,0,0,0,,0
Angola,1969,0,0,0,0,0,0,0,0,0,,0
Angola,1970,0,0,0,0,0,0,0,0,0,,0
Angola,1971,0,0,0,0,0,0,0,0,0,,0
Angola,1972,0,0,0,0,0,0,0,0,0,,0
Angola,1973,0,0,0,0,0,0,0,0,0,,0
Angola,1974,0,0,0,0,0,0,0,0,0,,0
Angola,1975,0,0,0,0,0,0,0,0,0,,0
Angola,1976,0,0,0,0,0,0,0,0,0,,0
Angola,1977,0,0,0,0,0,0,0,0,0,,0
Angola,1978,0,0,0,0,0,0,0,0,0,,0
Angola,1979,0,0,0,0,0,0,0,0,0,,0
Angola,1980,0,0,0,0,0,0,0,0,0,,0
Angola,1981,0,0,0,0,0,0,0,0,0,,0
Angola,1982,0,0,0,0,0,0,0,0,0,,0
Angola,1983,0,0,0,0,0,0,0,0,0,,0
Angola,1984,0,0,0,0,0,0,0,0,0,,0
Angola,1985,0,0,0,0,0,0,0,0,0,,0
Angola,1986,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1987,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1988,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1989,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1990,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1991,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1992,0,0,0,0,0,0,0,0,1,imp_part,1
Angola,1993,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,1994,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,1995,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,1996,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,1997,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,1998,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,1999,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,2000,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,2001,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,2002,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,2003,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,2004,0,0,0,0,0,0,0,0,0,,0
Angola,2005,0,0,0,0,0,0,0,0,0,,0
Angola,2006,0,0,0,0,0,0,0,0,0,,0
Angola,2007,0,0,0,0,0,0,0,0,0,,0
Angola,2008,0,0,0,0,0,0,0,0,0,,0
Angola,2009,0,0,0,0,0,0,0,0,0,,0
Angola,2010,0,0,0,0,0,0,0,0,0,,0
Angola,2011,0,0,0,0,0,0,0,0,0,,0
Angola,2012,0,0,0,0,0,0,0,0,0,,0
Angola,2013,0,0,0,0,0,0,0,0,0,,0
Angola,2014,0,0,0,0,0,0,0,0,0,,0
Angola,2015,0,0,0,0,0,0,0,0,0,,0
Angola,2016,0,0,0,0,0,0,0,0,0,,0
Angola,2017,0,0,0,0,0,0,0,0,0,,0
Angola,2018,0,0,0,0,0,0,0,0,0,,0
Angola,2019,0,0,0,0,0,0,0,0,0,,0
Angola,2020,0,0,0,0,0,0,0,0,0,,0
Angola,2021,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Angola,2022,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Arab Rep.,1950,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1951,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1952,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1953,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1954,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1955,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1956,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1957,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1958,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1959,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1960,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1961,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1962,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1963,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1964,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1965,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1966,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1967,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1968,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1969,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1970,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1971,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1972,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1973,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1974,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1975,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1976,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1977,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1978,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1979,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1980,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1981,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1982,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1983,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1984,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1985,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1986,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1987,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1988,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1989,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1990,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1991,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1992,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1993,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1994,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1995,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1996,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1997,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1998,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,1999,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2000,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2001,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2002,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2003,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2004,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2005,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2006,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2007,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2008,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2009,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2010,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2011,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2012,0,0,0,0,0,0,0,0,0,,0
Arab Rep.,2013,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2014,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2015,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2016,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2017,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2018,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2019,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2020,0,0,1,0,0,0,0,0,0,exp_part,1
Arab Rep.,2021,0,0,1,0,0,0,0,1,0,exp_part,1
Arab Rep.,2022,0,0,1,0,0,0,0,1,0,exp_part,1
Argentina,1950,0,0,0,0,0,0,0,0,0,,0
Argentina,1951,0,0,0,0,0,0,0,0,0,,0
Argentina,1952,0,0,0,0,0,0,0,0,0,,0
Argentina,1953,0,0,0,0,0,0,0,0,0,,0
Argentina,1954,0,0,0,0,0,0,0,0,0,,0
Argentina,1955,0,0,0,0,0,0,0,0,0,,0
Argentina,1956,0,0,0,0,0,0,0,0,0,,0
Argentina,1957,0,0,0,0,0,0,0,0,0,,0
Argentina,1958,0,0,0,0,0,0,0,0,0,,0
Argentina,1959,0,0,0,0,0,0,0,0,0,,0
Argentina,1960,0,0,0,0,0,0,0,0,0,,0
Argentina,1961,0,0,0,0,0,0,0,0,0,,0
Argentina,1962,0,0,0,0,0,0,0,0,0,,0
Argentina,1963,0,0,0,0,0,0,0,0,0,,0
Argentina,1964,0,0,0,0,0,0,0,0,0,,0
Argentina,1965,0,0,0,0,0,0,0,0,0,,0
Argentina,1966,0,0,0,0,0,0,0,0,0,,0
Argentina,1967,0,0,0,0,0,0,0,0,0,,0
Argentina,1968,0,0,0,0,0,0,0,0,0,,0
Argentina,1969,0,0,0,0,0,0,0,0,0,,0
Argentina,1970,0,0,0,0,0,0,0,0,0,,0
Argentina,1971,0,0,0,0,0,0,0,0,0,,0
Argentina,1972,0,0,0,0,0,0,0,0,0,,0
Argentina,1973,0,0,0,0,0,0,0,0,0,,0
Argentina,1974,0,0,0,0,0,0,0,0,0,,0
Argentina,1975,0,0,0,0,0,0,0,0,0,,0
Argentina,1976,0,0,0,0,0,0,0,0,0,,0
Argentina,1977,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1978,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1979,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1980,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1981,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1982,1,1,0,0,0,0,0,1,1,exp_part; imp_compl,1
Argentina,1983,0,0,0,0,0,0,0,1,1,exp_part; imp_compl,1
Argentina,1984,0,0,0,0,0,0,0,1,1,exp_part; imp_compl,1
Argentina,1985,0,0,0,0,0,0,0,1,1,exp_part; imp_compl,1
Argentina,1986,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1987,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1988,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1989,0,0,0,0,0,0,0,0,1,exp_part,1
Argentina,1990,0,0,0,0,0,0,0,0,0,,0
Argentina,1991,0,0,0,0,0,0,0,0,0,,0
Argentina,1992,0,0,0,0,0,0,0,0,0,,0
Argentina,1993,0,0,0,0,0,0,0,0,0,,0
Argentina,1994,0,0,0,0,0,0,0,0,0,,0
Argentina,1995,0,0,0,0,0,0,0,0,0,,0
Argentina,1996,0,0,0,0,0,0,0,0,0,,0
Argentina,1997,0,0,0,0,0,0,0,0,0,,0
Argentina,1998,0,0,0,0,0,0,0,0,0,,0
Argentina,1999,0,0,0,0,0,0,0,0,0,,0
Argentina,2000,0,0,0,0,0,0,0,0,0,,0
Argentina,2001,0,0,0,0,0,0,0,0,0,,0
Argentina,2002,0,0,0,0,0,0,0,0,0,,0
Argentina,2003,0,0,0,0,0,0,0,0,0,,0
Argentina,2004,0,0,0,0,0,0,0,0,0,,0
Argentina,2005,0,0,0,0,0,0,0,0,0,,0
Argentina,2006,0,0,0,0,0,0,0,0,0,,0
Argentina,2007,0,0,0,0,0,0,0,0,0,,0
Argentina,2008,0,0,0,0,0,0,0,0,0,,0
Argentina,2009,0,0,0,0,0,0,0,0,0,,0
Argentina,2010,0,0,0,0,0,0,0,0,0,,0
Argentina,2011,0,0,0,0,0,0,0,0,0,,0
Argentina,2012,0,0,0,0,0,0,0,0,0,,0
Argentina,2013,0,0,0,0,0,0,0,0,0,,0
Argentina,2014,0,0,0,0,0,0,0,0,0,,0
Argentina,2015,0,0,0,0,0,0,0,0,0,,0
Argentina,2016,0,0,0,0,0,0,0,0,0,,0
Argentina,2017,0,0,0,0,0,0,0,0,0,,0
Argentina,2018,0,0,0,0,0,0,0,0,0,,0
Argentina,2019,0,0,0,0,0,0,0,0,0,,0
Argentina,2020,0,0,0,0,0,0,0,0,0,,0
Argentina,2021,0,0,0,0,0,0,0,0,0,,0
Argentina,2022,0,0,0,0,0,0,0,0,0,,0
Armenia,1950,0,0,0,0,0,0,0,0,0,,0
Armenia,1951,0,0,0,0,0,0,0,0,0,,0
Armenia,1952,0,0,0,0,0,0,0,0,0,,0
Armenia,1953,0,0,0,0,0,0,0,0,0,,0
Armenia,1954,0,0,0,0,0,0,0,0,0,,0
Armenia,1955,0,0,0,0,0,0,0,0,0,,0
Armenia,1956,0,0,0,0,0,0,0,0,0,,0
Armenia,1957,0,0,0,0,0,0,0,0,0,,0
Armenia,1958,0,0,0,0,0,0,0,0,0,,0
Armenia,1959,0,0,0,0,0,0,0,0,0,,0
Armenia,1960,0,0,0,0,0,0,0,0,0,,0
Armenia,1961,0,0,0,0,0,0,0,0,0,,0
Armenia,1962,0,0,0,0,0,0,0,0,0,,0
Armenia,1963,0,0,0,0,0,0,0,0,0,,0
Armenia,1964,0,0,0,0,0,0,0,0,0,,0
Armenia,1965,0,0,0,0,0,0,0,0,0,,0
Armenia,1966,0,0,0,0,0,0,0,0,0,,0
Armenia,1967,0,0,0,0,0,0,0,0,0,,0
Armenia,1968,0,0,0,0,0,0,0,0,0,,0
